#separator:,
#html:true
#if matches:keep current
#notetype:Spanish Conjugation
#deck:Spanish::conjugación
#columns:question,infinitivo,polski,english,person,case,conj_espanol,conj_polski,irregular,hint
"tratar, él, pret. perfecto",tratar,próbować,to treat,el,pret_perfecto,ha tratado,,False,
"tratar, ns, pret. perfecto",tratar,próbować,to treat,ns,pret_perfecto,hemos tratado,,False,
"tratar, vs, pret. perfecto",tratar,próbować,to treat,vs,pret_perfecto,habéis tratado,,False,
"tratar, ellos, pret. perfecto",tratar,próbować,to treat,ellos,pret_perfecto,han tratado,,False,
"tratar, yo, presente progresivo",tratar,próbować,to treat,yo,presente_progresivo,estoy tratando,,False,
"tratar, tú, presente progresivo",tratar,próbować,to treat,tu,presente_progresivo,estás tratando,,False,
"tratar, él, presente progresivo",tratar,próbować,to treat,el,presente_progresivo,está tratando,,False,
"tratar, ns, presente progresivo",tratar,próbować,to treat,ns,presente_progresivo,estamos tratando,,False,
"tratar, vs, presente progresivo",tratar,próbować,to treat,vs,presente_progresivo,estáis tratando,,False,
"tratar, ellos, presente progresivo",tratar,próbować,to treat,ellos,presente_progresivo,están tratando,,False,
"tratar, yo, pretérito imperfecto",tratar,próbować,to treat,yo,pret_imperfecto,trataba,,False,
"tratar, tú, pretérito imperfecto",tratar,próbować,to treat,tu,pret_imperfecto,tratabas,,False,
"tratar, él, pretérito imperfecto",tratar,próbować,to treat,el,pret_imperfecto,trataba,,False,
"tratar, ns, pretérito imperfecto",tratar,próbować,to treat,ns,pret_imperfecto,tratábamos,,False,
"tratar, vs, pretérito imperfecto",tratar,próbować,to treat,vs,pret_imperfecto,tratabais,,False,
"tratar, ellos, pretérito imperfecto",tratar,próbować,to treat,ellos,pret_imperfecto,trataban,,False,
"tratar, tú, imperativo",tratar,próbować,to treat,tu,imperativo,trata,,False,
"tratar, usted, imperativo",tratar,próbować,to treat,ud,imperativo,trate,,False,
"tratar, ns, imperativo",tratar,próbować,to treat,ns,imperativo,tratemos,,False,
"tratar, vs, imperativo",tratar,próbować,to treat,vs,imperativo,tratad,,False,
"tratar, ustedes, imperativo",tratar,próbować,to treat,uds,imperativo,traten,,False,
"vencer, yo, presente",vencer,pokonać,to defeat,yo,presente,ven<em>z</em>o,,True,
"vencer, tú, presente",vencer,pokonać,to defeat,tu,presente,vences,,False,
"vencer, él, presente",vencer,pokonać,to defeat,el,presente,vence,,False,
"vencer, ns, presente",vencer,pokonać,to defeat,ns,presente,vencemos,,False,
"vencer, vs, presente",vencer,pokonać,to defeat,vs,presente,vencéis,,False,
"vencer, ellos, presente",vencer,pokonać,to defeat,ellos,presente,vencen,,False,
"vencer, yo, pret. indefinido",vencer,pokonać,to defeat,yo,pret_indefinido,vencí,,False,
"vencer, tú, pret. indefinido",vencer,pokonać,to defeat,tu,pret_indefinido,venciste,,False,
"vencer, él, pret. indefinido",vencer,pokonać,to defeat,el,pret_indefinido,venció,,False,
"vencer, ns, pret. indefinido",vencer,pokonać,to defeat,ns,pret_indefinido,vencimos,,False,
"vencer, vs, pret. indefinido",vencer,pokonać,to defeat,vs,pret_indefinido,vencisteis,,False,
"vencer, ellos, pret. indefinido",vencer,pokonać,to defeat,ellos,pret_indefinido,vencieron,,False,
"vencer, yo, pret. perfecto",vencer,pokonać,to defeat,yo,pret_perfecto,he vencido,,False,
"vencer, tú, pret. perfecto",vencer,pokonać,to defeat,tu,pret_perfecto,has vencido,,False,
"vencer, él, pret. perfecto",vencer,pokonać,to defeat,el,pret_perfecto,ha vencido,,False,
"vencer, ns, pret. perfecto",vencer,pokonać,to defeat,ns,pret_perfecto,hemos vencido,,False,
"vencer, vs, pret. perfecto",vencer,pokonać,to defeat,vs,pret_perfecto,habéis vencido,,False,
"vencer, ellos, pret. perfecto",vencer,pokonać,to defeat,ellos,pret_perfecto,han vencido,,False,
"vencer, yo, presente progresivo",vencer,pokonać,to defeat,yo,presente_progresivo,estoy venciendo,,False,
"vencer, tú, presente progresivo",vencer,pokonać,to defeat,tu,presente_progresivo,estás venciendo,,False,
"vencer, él, presente progresivo",vencer,pokonać,to defeat,el,presente_progresivo,está venciendo,,False,
"vencer, ns, presente progresivo",vencer,pokonać,to defeat,ns,presente_progresivo,estamos venciendo,,False,
"vencer, vs, presente progresivo",vencer,pokonać,to defeat,vs,presente_progresivo,estáis venciendo,,False,
"vencer, ellos, presente progresivo",vencer,pokonać,to defeat,ellos,presente_progresivo,están venciendo,,False,
"vencer, yo, pretérito imperfecto",vencer,pokonać,to defeat,yo,pret_imperfecto,vencía,,False,
"vencer, tú, pretérito imperfecto",vencer,pokonać,to defeat,tu,pret_imperfecto,vencías,,False,
"vencer, él, pretérito imperfecto",vencer,pokonać,to defeat,el,pret_imperfecto,vencía,,False,
"vencer, ns, pretérito imperfecto",vencer,pokonać,to defeat,ns,pret_imperfecto,vencíamos,,False,
"vencer, vs, pretérito imperfecto",vencer,pokonać,to defeat,vs,pret_imperfecto,vencíais,,False,
"vencer, ellos, pretérito imperfecto",vencer,pokonać,to defeat,ellos,pret_imperfecto,vencían,,False,
"vencer, tú, imperativo",vencer,pokonać,to defeat,tu,imperativo,vence,,False,
"vencer, usted, imperativo",vencer,pokonać,to defeat,ud,imperativo,ven<em>z</em>a,,True,
"vencer, ns, imperativo",vencer,pokonać,to defeat,ns,imperativo,ven<em>z</em>amos,,True,
"vencer, vs, imperativo",vencer,pokonać,to defeat,vs,imperativo,venced,,False,
"vencer, ustedes, imperativo",vencer,pokonać,to defeat,uds,imperativo,ven<em>z</em>an,,True,
"venir, yo, presente",venir,przychodzić,to come,yo,presente,ven<em>g</em>o,,True,
"venir, tú, presente",venir,przychodzić,to come,tu,presente,v<em>i</em>enes,,True,
"venir, él, presente",venir,przychodzić,to come,el,presente,v<em>i</em>ene,,True,
"venir, ns, presente",venir,przychodzić,to come,ns,presente,venimos,,False,
"venir, vs, presente",venir,przychodzić,to come,vs,presente,venís,,False,
"venir, ellos, presente",venir,przychodzić,to come,ellos,presente,v<em>i</em>enen,,True,
"venir, yo, pret. indefinido",venir,przychodzić,to come,yo,pret_indefinido,v<em>ine</em>,,True,
"venir, tú, pret. indefinido",venir,przychodzić,to come,tu,pret_indefinido,v<em>i</em>niste,,True,
"venir, él, pret. indefinido",venir,przychodzić,to come,el,pret_indefinido,v<em>ino</em>,,True,
"venir, ns, pret. indefinido",venir,przychodzić,to come,ns,pret_indefinido,v<em>i</em>nimos,,True,
"venir, vs, pret. indefinido",venir,przychodzić,to come,vs,pret_indefinido,v<em>i</em>nisteis,,True,
"venir, ellos, pret. indefinido",venir,przychodzić,to come,ellos,pret_indefinido,v<em>i</em>nieron,,True,
"venir, yo, pret. perfecto",venir,przychodzić,to come,yo,pret_perfecto,he venido,,False,
"venir, tú, pret. perfecto",venir,przychodzić,to come,tu,pret_perfecto,has venido,,False,
"venir, él, pret. perfecto",venir,przychodzić,to come,el,pret_perfecto,ha venido,,False,
"venir, ns, pret. perfecto",venir,przychodzić,to come,ns,pret_perfecto,hemos venido,,False,
"venir, vs, pret. perfecto",venir,przychodzić,to come,vs,pret_perfecto,habéis venido,,False,
"venir, ellos, pret. perfecto",venir,przychodzić,to come,ellos,pret_perfecto,han venido,,False,
"venir, yo, presente progresivo",venir,przychodzić,to come,yo,presente_progresivo,estoy v<em>i</em>niendo,,True,
"venir, tú, presente progresivo",venir,przychodzić,to come,tu,presente_progresivo,estás v<em>i</em>niendo,,True,
"venir, él, presente progresivo",venir,przychodzić,to come,el,presente_progresivo,está v<em>i</em>niendo,,True,
"venir, ns, presente progresivo",venir,przychodzić,to come,ns,presente_progresivo,estamos v<em>i</em>niendo,,True,
"venir, vs, presente progresivo",venir,przychodzić,to come,vs,presente_progresivo,estáis v<em>i</em>niendo,,True,
"venir, ellos, presente progresivo",venir,przychodzić,to come,ellos,presente_progresivo,están v<em>i</em>niendo,,True,
"venir, yo, pretérito imperfecto",venir,przychodzić,to come,yo,pret_imperfecto,venía,,False,
"venir, tú, pretérito imperfecto",venir,przychodzić,to come,tu,pret_imperfecto,venías,,False,
"venir, él, pretérito imperfecto",venir,przychodzić,to come,el,pret_imperfecto,venía,,False,
"venir, ns, pretérito imperfecto",venir,przychodzić,to come,ns,pret_imperfecto,veníamos,,False,
"venir, vs, pretérito imperfecto",venir,przychodzić,to come,vs,pret_imperfecto,veníais,,False,
"venir, ellos, pretérito imperfecto",venir,przychodzić,to come,ellos,pret_imperfecto,venían,,False,
"venir, tú, imperativo",venir,przychodzić,to come,tu,imperativo,ve<em>n</em>,,True,
"venir, usted, imperativo",venir,przychodzić,to come,ud,imperativo,ven<em>g</em>a,,True,
"venir, ns, imperativo",venir,przychodzić,to come,ns,imperativo,ven<em>g</em>amos,,True,
"venir, vs, imperativo",venir,przychodzić,to come,vs,imperativo,venid,,False,
"venir, ustedes, imperativo",venir,przychodzić,to come,uds,imperativo,ven<em>g</em>an,,True,
"ver, yo, presente",ver,oglądać,to see,yo,presente,v<em>e</em>o,oglądam,True,
"ver, tú, presente",ver,oglądać,to see,tu,presente,ves,oglądasz,False,
"ver, él, presente",ver,oglądać,to see,el,presente,ve,ogląda,False,
"ver, ns, presente",ver,oglądać,to see,ns,presente,vemos,oglądamy,False,
"ver, vs, presente",ver,oglądać,to see,vs,presente,v<em>e</em>is,oglądacie,True,
"ver, ellos, presente",ver,oglądać,to see,ellos,presente,ven,oglądją,False,
"ver, yo, pret. indefinido",ver,oglądać,to see,yo,pret_indefinido,v<em>i</em>,oglądałem,True,
"ver, tú, pret. indefinido",ver,oglądać,to see,tu,pret_indefinido,viste,oglądałeś,False,
"ver, él, pret. indefinido",ver,oglądać,to see,el,pret_indefinido,vi<em>o</em>,oglądał,True,
"ver, ns, pret. indefinido",ver,oglądać,to see,ns,pret_indefinido,vimos,oglądaliśmy,False,
"ver, vs, pret. indefinido",ver,oglądać,to see,vs,pret_indefinido,visteis,oglądaliście,False,
"ver, ellos, pret. indefinido",ver,oglądać,to see,ellos,pret_indefinido,vieron,oglądali,False,
"ver, yo, pret. perfecto",ver,oglądać,to see,yo,pret_perfecto,he vi<em>st</em>o,,True,
"ver, tú, pret. perfecto",ver,oglądać,to see,tu,pret_perfecto,has vi<em>st</em>o,,True,
"ver, él, pret. perfecto",ver,oglądać,to see,el,pret_perfecto,ha vi<em>st</em>o,,True,
"ver, ns, pret. perfecto",ver,oglądać,to see,ns,pret_perfecto,hemos vi<em>st</em>o,,True,
"ver, vs, pret. perfecto",ver,oglądać,to see,vs,pret_perfecto,habéis vi<em>st</em>o,,True,
"ver, ellos, pret. perfecto",ver,oglądać,to see,ellos,pret_perfecto,han vi<em>st</em>o,,True,
"ver, yo, presente progresivo",ver,oglądać,to see,yo,presente_progresivo,estoy viendo,,False,
"ver, tú, presente progresivo",ver,oglądać,to see,tu,presente_progresivo,estás viendo,,False,
"ver, él, presente progresivo",ver,oglądać,to see,el,presente_progresivo,está viendo,,False,
"ver, ns, presente progresivo",ver,oglądać,to see,ns,presente_progresivo,estamos viendo,,False,
"ver, vs, presente progresivo",ver,oglądać,to see,vs,presente_progresivo,estáis viendo,,False,
"ver, ellos, presente progresivo",ver,oglądać,to see,ellos,presente_progresivo,están viendo,,False,
"ver, yo, pretérito imperfecto",ver,oglądać,to see,yo,pret_imperfecto,v<em>e</em>ía,,True,
"ver, tú, pretérito imperfecto",ver,oglądać,to see,tu,pret_imperfecto,v<em>e</em>ías,,True,
"ver, él, pretérito imperfecto",ver,oglądać,to see,el,pret_imperfecto,v<em>e</em>ía,,True,
"ver, ns, pretérito imperfecto",ver,oglądać,to see,ns,pret_imperfecto,v<em>e</em>íamos,,True,
"ver, vs, pretérito imperfecto",ver,oglądać,to see,vs,pret_imperfecto,v<em>e</em>íais,,True,
"ver, ellos, pretérito imperfecto",ver,oglądać,to see,ellos,pret_imperfecto,v<em>e</em>ían,,True,
"ver, tú, imperativo",ver,oglądać,to see,tu,imperativo,ve,,False,
"ver, usted, imperativo",ver,oglądać,to see,ud,imperativo,v<em>e</em>a,,True,
"ver, ns, imperativo",ver,oglądać,to see,ns,imperativo,v<em>e</em>amos,,True,
"ver, vs, imperativo",ver,oglądać,to see,vs,imperativo,ved,,False,
"ver, ustedes, imperativo",ver,oglądać,to see,uds,imperativo,v<em>e</em>an,,True,
"vestir, yo, presente",vestir,nosić,to wear,yo,presente,v<em>i</em>sto,noszę,True,vestir
"vestir, tú, presente",vestir,nosić,to wear,tu,presente,v<em>i</em>stes,nosisz,True,vestir
"vestir, él, presente",vestir,nosić,to wear,el,presente,v<em>i</em>ste,nosi,True,vestir
"vestir, ns, presente",vestir,nosić,to wear,ns,presente,vestimos,nosimy,False,vestir
"vestir, vs, presente",vestir,nosić,to wear,vs,presente,vestís,nosicie,False,vestir
"vestir, ellos, presente",vestir,nosić,to wear,ellos,presente,v<em>i</em>sten,nosią,True,vestir
"vestir, yo, pret. indefinido",vestir,nosić,to wear,yo,pret_indefinido,vestí,nosiłem,False,vestir
"vestir, tú, pret. indefinido",vestir,nosić,to wear,tu,pret_indefinido,vestiste,nosiłeś,False,vestir
"vestir, él, pret. indefinido",vestir,nosić,to wear,el,pret_indefinido,v<em>i</em>stió,nosił,True,vestir
"vestir, ns, pret. indefinido",vestir,nosić,to wear,ns,pret_indefinido,vestimos,nosiliśmy,False,vestir
"vestir, vs, pret. indefinido",vestir,nosić,to wear,vs,pret_indefinido,vestisteis,nosiliście,False,vestir
"vestir, ellos, pret. indefinido",vestir,nosić,to wear,ellos,pret_indefinido,v<em>i</em>stieron,nosili,True,vestir
"vestir, yo, pret. perfecto",vestir,nosić,to wear,yo,pret_perfecto,he vestido,,False,vestir
"vestir, tú, pret. perfecto",vestir,nosić,to wear,tu,pret_perfecto,has vestido,,False,vestir
"vestir, él, pret. perfecto",vestir,nosić,to wear,el,pret_perfecto,ha vestido,,False,vestir
"vestir, ns, pret. perfecto",vestir,nosić,to wear,ns,pret_perfecto,hemos vestido,,False,vestir
"vestir, vs, pret. perfecto",vestir,nosić,to wear,vs,pret_perfecto,habéis vestido,,False,vestir
"vestir, ellos, pret. perfecto",vestir,nosić,to wear,ellos,pret_perfecto,han vestido,,False,vestir
"vestir, yo, presente progresivo",vestir,nosić,to wear,yo,presente_progresivo,estoy v<em>i</em>stiendo,,True,vestir
"vestir, tú, presente progresivo",vestir,nosić,to wear,tu,presente_progresivo,estás v<em>i</em>stiendo,,True,vestir
"vestir, él, presente progresivo",vestir,nosić,to wear,el,presente_progresivo,está v<em>i</em>stiendo,,True,vestir
"vestir, ns, presente progresivo",vestir,nosić,to wear,ns,presente_progresivo,estamos v<em>i</em>stiendo,,True,vestir
"vestir, vs, presente progresivo",vestir,nosić,to wear,vs,presente_progresivo,estáis v<em>i</em>stiendo,,True,vestir
"vestir, ellos, presente progresivo",vestir,nosić,to wear,ellos,presente_progresivo,están v<em>i</em>stiendo,,True,vestir
"vestir, yo, pretérito imperfecto",vestir,nosić,to wear,yo,pret_imperfecto,vestía,,False,vestir
"vestir, tú, pretérito imperfecto",vestir,nosić,to wear,tu,pret_imperfecto,vestías,,False,vestir
"vestir, él, pretérito imperfecto",vestir,nosić,to wear,el,pret_imperfecto,vestía,,False,vestir
"vestir, ns, pretérito imperfecto",vestir,nosić,to wear,ns,pret_imperfecto,vestíamos,,False,vestir
"vestir, vs, pretérito imperfecto",vestir,nosić,to wear,vs,pret_imperfecto,vestíais,,False,vestir
"vestir, ellos, pretérito imperfecto",vestir,nosić,to wear,ellos,pret_imperfecto,vestían,,False,vestir
"vestir, tú, imperativo",vestir,nosić,to wear,tu,imperativo,v<em>i</em>ste,,True,vestir
"vestir, usted, imperativo",vestir,nosić,to wear,ud,imperativo,v<em>i</em>sta,,True,vestir
"vestir, ns, imperativo",vestir,nosić,to wear,ns,imperativo,v<em>i</em>stamos,,True,vestir
"vestir, vs, imperativo",vestir,nosić,to wear,vs,imperativo,vestid,,False,vestir
"vestir, ustedes, imperativo",vestir,nosić,to wear,uds,imperativo,v<em>i</em>stan,,True,vestir
"vestirse, yo, presente",vestirse,ubierać się,to get dressed,yo,presente,me v<em>i</em>sto,ubieram się,True,
"vestirse, tú, presente",vestirse,ubierać się,to get dressed,tu,presente,te v<em>i</em>stes,ubierasz się,True,
"vestirse, él, presente",vestirse,ubierać się,to get dressed,el,presente,se v<em>i</em>ste,ubiera się,True,
"vestirse, ns, presente",vestirse,ubierać się,to get dressed,ns,presente,nos vestimos,ubieramy się,False,
"vestirse, vs, presente",vestirse,ubierać się,to get dressed,vs,presente,os vestís,ubieracie się,False,
"vestirse, ellos, presente",vestirse,ubierać się,to get dressed,ellos,presente,se v<em>i</em>sten,ubierją się,True,
"vestirse, yo, pret. indefinido",vestirse,ubierać się,to get dressed,yo,pret_indefinido,me vestí,ubierałem się,False,
"vestirse, tú, pret. indefinido",vestirse,ubierać się,to get dressed,tu,pret_indefinido,te vestiste,ubierałeś się,False,
"vestirse, él, pret. indefinido",vestirse,ubierać się,to get dressed,el,pret_indefinido,se v<em>i</em>stió,ubierał się,True,
"vestirse, ns, pret. indefinido",vestirse,ubierać się,to get dressed,ns,pret_indefinido,nos vestimos,ubieraliśmy się,False,
"vestirse, vs, pret. indefinido",vestirse,ubierać się,to get dressed,vs,pret_indefinido,os vestisteis,ubieraliście się,False,
"vestirse, ellos, pret. indefinido",vestirse,ubierać się,to get dressed,ellos,pret_indefinido,se v<em>i</em>stieron,ubierali się,True,
"vestirse, yo, pret. perfecto",vestirse,ubierać się,to get dressed,yo,pret_perfecto,me he vestido,,False,
"vestirse, tú, pret. perfecto",vestirse,ubierać się,to get dressed,tu,pret_perfecto,te has vestido,,False,
"vestirse, él, pret. perfecto",vestirse,ubierać się,to get dressed,el,pret_perfecto,se ha vestido,,False,
"vestirse, ns, pret. perfecto",vestirse,ubierać się,to get dressed,ns,pret_perfecto,nos hemos vestido,,False,
"vestirse, vs, pret. perfecto",vestirse,ubierać się,to get dressed,vs,pret_perfecto,os habéis vestido,,False,
"vestirse, ellos, pret. perfecto",vestirse,ubierać się,to get dressed,ellos,pret_perfecto,se han vestido,,False,
